Token	Class
Κοΐντιος	Noun-M
καθαίρεσις	Noun-F
Πυθέας	Noun-M
Ἀνδροτίων	Noun-M
Ἀμμώνιος	Noun-M
ἐναντίωσις	Noun-F
Ὀλυμπικός	Adjective
Τρίτων	Noun-M
φροῦδος	Adjective
Ναιάς	Noun-F
λήιον	Noun-N
συναινέω	Verb
καλάμη	Noun-F
ἐπικουφίζω	Verb
πυκνόω	Verb
ἀποπαύω	Verb
ῥιζόω	Verb
ὄφελον	Particle
ὑμήν	Noun-M
ἀφαίρεμα	Noun-N
παραφρονέω	Verb
Ἀρτεμίδωρος	Noun-M
ξεστός	Adjective
φώκη	Noun-F
ἑβδομηκοστός	Adjective
κρύος	Noun-N
ἐπαράομαι	Verb
πολλαχῶς	Adverb
ἐντρέφω	Verb
Ἰόλαος	Noun-M
προθεσμία	Noun-F
ὀχετός	Noun-M
μυστικός	Adjective
ἐλεαίρω	Verb
Κορε	Noun-M
μακρόβιος	Adjective
Πολυδεύκης	Noun-M
ἐπίτασις	Noun-F
Κνίδος	Noun-M
διασείω	Verb
ἀνάπλοος	Noun-M
γνωτός	Adjective
Εὔρυτος	Noun-M
λεπτύνω	Verb
Τύλλιος	Noun-M
ἔποικος	Noun-M
Μηδίζω	Verb
ἐκβοηθέω	Verb
Δέλτα	Noun-N
ἀτυχής	Adjective
πτήσσω	Verb
προσκαρτερέω	Verb
Ἱππόθοος	Noun-M
φορεῖον	Noun-N
στιγμή	Noun-F
πυρόεις	Adjective
ἐγκαταλαμβάνω	Verb
ἄκλητος	Adjective
διαπρέπω	Verb
Χετταῖος	Noun-M
φοίνιος	Adjective
αὐτοφυής	Adjective
ἐυκτίμενος	Adjective
πάλα	Noun-F
πάρεδρος	Noun-M
Ἁρμονίη	Noun-F
Πηλείων	Noun-M
Καλυψώ	Noun-F
πεπαίνω	Verb
Ολοφέρνης	Noun-M
περίχωρος	Adjective
κωκύω	Verb
ἀνάγνωσις	Noun-F
καρκίνος	Noun-M
πλουτίζω	Verb
ἀντίφασις	Noun-F
ἰκμάς	Noun-F
ἀπολήγω	Verb
ἀναψύχω	Verb
Πειθώ	Noun-F
λεπτότης	Noun-F
ἀλέκτωρ	Noun-M
χηρεύω	Verb
ἐκπετάννυμι	Verb
Εσεβων	Noun-M
τιμητής	Noun-M
ὁμοιότροπος	Adjective
ζῳοποιέω	Verb
λαῖλαψ	Noun-F
ἱερόσυλος	Noun-M
καίνυμαι	Verb
κατάφρακτος	Adjective
Λύκειον	Noun-N
νιφετός	Noun-M
ἄγαμος	Adjective
ἐξισόω	Verb
Σπεύσιππος	Noun-M
κιθαριστής	Noun-M
κνέφας	Noun-N
Παλλάντιος	Noun-N
κάνθαρος	Noun-M
Τήλεφος	Noun-M
ἀνακαίω	Verb
Φαρνάκη	Noun-F
στερεόω	Verb
οὖλος	Adjective
σύλληψις	Noun-F
σταθμόν	Noun-N
ἐπαίσσω	Verb
κολοιός	Noun-M
ε	Noun-M
Ἱκέσιος	Noun-M
Εὐρύμαχος	Noun-M
Μυσία	Noun-F
ἀποκωλύω	Verb
Νινευη	Noun-F
ἐξόπισθεν	Adverb
ἐξήκω	Verb
μυελός	Noun-M
ἑταιρέω	Verb
Θεσπίευς	Noun-M
κατόπισθεν	Adverb
περίφοβος	Adjective
ὀψοποιός	Noun-M
ἔφεδρος	Adjective
Θόας	Noun-M
ἐξομοιόω	Verb
κάραβος	Noun-M
ἐπηρεάζω	Verb
Ταρσός	Noun-M
ἐξεναρίζω	Verb
ὕπουλος	Adjective
Λοκρίς	Noun-F
βύσσινος	Adjective
ἀναδύνω	Verb
ἀρκεόντως	Adverb
Κάρβων	Noun-M
εὐπραξία	Noun-F
ἁρμονικός	Adjective
πόλυτλας	Adjective
ἅλμα	Noun-N
Ἀρισταῖος	Noun-M
Μυκάλη	Noun-F
Κλυταιμνήστρα	Noun-F
Τραχίς	Noun-F
γνώμων	Noun-M
λύμη	Noun-F
κρύφιος	Adjective
βλάσφημος	Adjective
Παρνασσός	Noun-M
Σόσσιος	Noun-M
ἀπιθέω	Verb
συμμορία	Noun-F
χάρισμα	Noun-N
ἀνόνητος	Adjective
εὐημερέω	Verb
παρακάθημαι	Verb
φλυαρέω	Verb
Λαμψακηνός	Noun-M
Νικόμαχος	Noun-M
Σάκαι	Noun-M
ὑακίνθινος	Adjective
χαροπός	Adjective
κέδρινος	Adjective
κόμπος	Noun-M
εἰσελαύνω	Verb
πέλτη	Noun-F
ἐμπνέος	Adjective
ἀρκτικός	Adjective
ζήτημα	Noun-N
παχύνω	Verb
ποτάομαι	Verb
ἀκραιφνής	Adjective
ὑπερμεγέθης	Adjective
Αδωνίας	Noun-M
τέγγω	Verb
Ἑκάβη	Noun-F
ἐπικοσμέω	Verb
ἐξοκέλλω	Verb
συνείρω	Verb
Σουλπίκιος	Noun-M
Ῥοῦφος	Noun-M
λιθοβολέω	Verb
ἐπισκιάζω	Verb
πρόδρομος	Adjective
ἐκρέω	Verb
Ἀριστοφῶν	Noun-M
ἐξερημόω	Verb
ἀκωκή	Noun-F
ἀπερίτμητος	Adjective
ἱμάσσω	Verb
ὑπέρογκος	Adjective
ἀγχίνοια	Noun-F
ἔνσπονδος	Adjective
Σκῦρος	Noun-F
ὑπερασπίζω	Verb
Ρηϊδίως	Noun-M
ἡνιοχέω	Verb
ὀιζυρός	Adjective
συνεῖπον	Verb
κλώθω	Verb
μελία	Noun-F
παραδείκνυμι	Verb
ἐπικρίνω	Verb
Γαι	Noun-F
Παλλήνη	Noun-F
σπόγγος	Noun-M
Μαλέα	Noun-F
μήνη	Noun-F
ὕδρα	Noun-F
ἔγκυος	Adjective
ἐπιλάμπω	Verb
Εὐρώτας	Noun-M
ἐγκαθίστημι	Verb
ἀτενίζω	Verb
οἴαξ	Noun-M
αὔτανδρος	Adjective
κρανίον	Noun-N
διατέμνω	Verb
ἀποστατέω	Verb
δαιδάλεος	Adjective
Βρέττιος	Noun-M
ὑψόθεν	Adverb
ἐπαγωγός	Adjective
Φάρος	Noun-F
περιτειχίζω	Verb
εὐαγής	Adjective
ἄπλετος	Adjective
Ἐρετριεύς	Noun-M
κυδρός	Adjective
Φώκαια	Noun-F
Χελκιας	Noun-M
χοῖνιξ	Noun-F
Σηων	Noun-M
Κάλχας	Noun-M
ἐπίχρυσος	Adjective
Ἱππόνικος	Noun-M
ἀποπηδάω	Verb
ἀγνωμοσύνη	Noun-F
κυδαίνω	Verb
παρεγγυάω	Verb
ἀπέραντος	Adjective
ἀναρρίπτω	Verb
ἀμηχανέω	Verb
ἐφήμερος	Adjective
ἄρκυς	Noun-F
ῥοδανός	Noun-M
ἀποδύρω	Verb
ζεῦγμα	Noun-N
ψυχαγωγέω	Verb
ἐξοπλίζω	Verb
ἀζήμιος	Adjective
ἰταμός	Adjective
Τροφώνιος	Noun-M
Κύρνος	Noun-F
ἁλουργής	Adjective
καταλήγω	Verb
συζυγία	Noun-F
ἀλέγω	Verb
ἀνακηρύσσω	Verb
φιλόλογος	Noun-M
διαπλάσσω	Verb
περίπλους	Adjective
ἀνέκαθεν	Adverb
ἀνακλίνω	Verb
Κροτωνιάτης	Noun-M
ἀντίβιος	Adjective
Εὔδοξος	Noun-M
γεμίζω	Verb
ἀκλινής	Adjective
ὀιζύς	Noun-F
τιθασός	Adjective
κοντός	Noun-M
νικηφόρος	Adjective
τηλόθεν	Adverb
ὑποδεής	Adjective
ἀγριότης	Noun-F
γλαύξ	Noun-F
ἐκρίπτω	Verb
ἐξελίσσω	Verb
περιοδεύω	Verb
ἔκδηλος	Adjective
κεφάλαιον	Noun-N
Δολοβέλλα	Noun-M
βᾶρις	Noun-F
ἐξομολόγησις	Noun-F
Πολυπέρχων	Noun-M
μέλλησις	Noun-F
ἀποπτύω	Verb
ὀροφή	Noun-F
τιάρα	Noun-F
ἀφύη	Noun-F
ἀσωτία	Noun-F
ἀπομιμέομαι	Verb
Φιλήμων	Noun-M
ἀπληστία	Noun-F
Ἀμφίλοχος	Noun-M
μικρολογία	Noun-F
Μυκηναῖος	Noun-M
ἐνδοιάζω	Verb
ῥαβδοῦχος	Noun-M
ἀκοσμία	Noun-F
βύρσα	Noun-F
σαίνω	Verb
Ἀργειφόντης	Noun-M
ἐξόλλυμι	Verb
ἐρεύγομαι	Verb
ἀναβαθμός	Noun-M
ὑλακτέω	Verb
κλεῖθρον	Noun-N
μέτοχος	Adjective
βρέτας	Noun-N
Λέντλος	Noun-M
πεντήρης	Noun-F
φυλέτης	Noun-M
Καδης	Noun-M
μαστίζω	Verb
Ὑμέναιος	Noun-M
εὐνοικός	Adverb
Ἀρίων	Noun-M
σαθρός	Adjective
Ὀδύσσεια	Noun-F
κατακούω	Verb
τύφω	Verb
ἀντικαθίστημι	Verb
φοινίκεος	Adjective
Ζ	Noun-M
συμπολιτεύω	Verb
καταγωνίζομαι	Verb
ἀπονίζω	Verb
ἀφορμάω	Verb
ῥιγέω	Verb
ἀπονοστέω	Verb
Φυλή	Noun-F
στυγνός	Adjective
Νιόβη	Noun-F
Δάφνη	Noun-F
Γάλβας	Noun-M
ἀρωγός	Adjective
ἀλάστωρ	Noun-M
εὔφορος	Adjective
Λαερτιάδης	Noun-M
ἀποτέλεσμα	Noun-N
χιτωνίσκος	Noun-M
ἱερεύω	Verb
ἐπιγαμία	Noun-F
κείω	Verb
Κριός	Noun-M
μεταδιώκω	Verb
ἐνδελεχής	Adverb
Φούριος	Noun-M
περιεργία	Noun-F
παννύχιος	Adjective
Ζοροβαβελ	Noun-M
Ἀριστόξενος	Noun-M
ἄζω	Verb
χαλκοχίτων	Adjective
Ἐφιάλτης	Noun-M
δημαρχία	Noun-F
αὐτόπτης	Noun-M
Ἱεριχοῦς	Noun-F
ἰδιωτεύω	Verb
ἀποχρώντως	Adverb
λοβός	Noun-M
συστρατιώτης	Noun-M
Εὔριπος	Noun-M
Μάγων	Noun-M
πελάτης	Noun-M
Ἀθηνόδωρος	Noun-M
κτυπέω	Verb
δεκτικός	Adjective
φυλακός	Noun-M
Ἀλκμαίων	Noun-M
Ἠριδανός	Noun-M
προσομιλέω	Verb
χαμᾶζε	Adverb
κεστρεύς	Noun-M
Ἀγόρατος	Noun-M
μαινάς	Noun-F
καθόσον	Adverb
δυσώδης	Adjective
περιτρέπω	Verb
ἀγώγιμος	Adjective
παρεισπίπτω	Verb
ἐξεπίσταμαι	Verb
Καικίλιος	Noun-M
ὁμοπάτριος	Adjective
ἀτενής	Adjective
ἔμμετρος	Adjective
ἐπακτός	Adjective
δουλοσύνη	Noun-F
ὑπαίτιος	Adjective
δευτερεῖος	Adjective
ἐπορούω	Verb
χαλκεύω	Verb
Σεδράχ	Noun-M
Μήδειος	Noun-F
Λέλεγες	Noun-M
πόρδαλις	Noun-F
βουβών	Noun-M
στασιώτης	Noun-M
κατάστρωμα	Noun-N
ἀνθηρός	Adjective
κνημίς	Noun-F
ἐρητύω	Verb
ἐνιδρύω	Verb
Τροιζήν	Noun-F
βένθος	Noun-N
ὕπαρξις	Noun-F
σαφήνεια	Noun-F
αὐτουργός	Adjective
κομήτης	Noun-M
Εὕα	Noun-F
ἐπίδοξος	Adjective
σποράς	Noun-M
ἀπουσία	Noun-F
Διονύσιον	Noun-N
Χρυσάντας	Noun-M
ὠνή	Noun-F
Ἐτεοκλῆς	Noun-M
καλλιερέω	Verb
ἐκδρομή	Noun-F
κονίω	Verb
φλυαρία	Noun-F
πῖλος	Noun-M
διαρπαγή	Noun-F
Γοργώ	Noun-F
ἀντιπάσχω	Verb
δειδίσσομαι	Verb
εὐρύοπα	Adjective
Πούπλιος	Noun-M
μενοινάω	Verb
Ἀκράγας	Noun-M
ὑποστροφή	Noun-F
Πύλιος	Noun-M
ἰσότιμος	Adjective
εὐνάω	Verb
στέλεχος	Noun-N
Κότυς	Noun-M
πτύω	Verb
ἐρύθημα	Noun-N
λειτουργός	Noun-M
πίσυνος	Adjective
δόναξ	Noun-M
συνήγορος	Adjective
προσαρτάω	Verb
Κερσοβλέπτης	Noun-M
συναγείρω	Verb
φραγμός	Noun-M
Πυλάδης	Noun-M
πίμπρημι	Verb
σκορπίζω	Verb
ἀρχαιότης	Noun-F
ἀναμίξ	Adverb
συνεισπίπτω	Verb
Κέως	Noun-M
παρασιωπάω	Verb
βρέμω	Verb
σφοδρότης	Noun-F
προφυλακή	Noun-F
σωμάτιον	Noun-N
κυδάλιμος	Adjective
κοράσιον	Noun-N
ἀγανάκτησις	Noun-F
δάμνημι	Verb
ἐυπλόκαμος	Adjective
ἀνδρών	Noun-M
μιαιφόνος	Adjective
Λάκαινα	Noun-F
μειρακιώδης	Adjective
Ἴναχος	Noun-M
ἀντιπαρατάσσω	Verb
εἰσκαλέω	Verb
χλόη	Noun-F
ἀποκνέω	Verb
Αμνων	Noun-M
κοιμίζω	Verb
κόρση	Noun-F
ἔκφρων	Adjective
Μεταγένης	Adjective
εὐχάριστος	Adjective
Θάψακος	Noun-M
ἀντιβαίνω	Verb
Πολύδωρος	Noun-M
ἐπιποθέω	Verb
ἀκουστός	Adjective
Σελινούντιος	Noun-M
Φερεκράτης	Noun-M
ἀλλαγή	Noun-F
ζηλοτυπέω	Verb
προσοικέω	Verb
ἑσμός	Noun-M
κεράμιον	Noun-N
ἐπισκευή	Noun-F
ἄσιτος	Adjective
εὐεργός	Noun-M
ἐπιτίμησις	Noun-F
Ἀνδρέας	Noun-M
σάρισα	Noun-F
βδελυρός	Adjective
ἀποτίκτω	Verb
ἀμφικαλύπτω	Verb
μελιηδής	Adjective
συνωρίς	Noun-F
Ἀναξιμένης	Noun-M
ἐκνικάω	Verb
ῥίμφα	Adverb
ἀλύω	Verb
Γηρυόνης	Noun-M
κατατέμνω	Verb
Ἀπάμεια	Noun-F
ὀλιγοχρόνιος	Adjective
Αχαζ	Noun-M
ἐμβριθής	Adjective
διανόημα	Noun-N
Πάκορος	Noun-M
σίνω	Verb
πολλοστός	Adjective
ἐγκάθημαι	Verb
δέμνιον	Noun-N
φιλοστοργία	Noun-F
ἐπιμέμφομαι	Verb
Ἀχαιίς	Noun-F
Μήλιος	Noun-M
ἔρευνα	Noun-F
Βορυσθένης	Noun-M
ἐλλιπής	Adjective
διισχυρίζομαι	Verb
Ἐρυθραῖος	Noun-M
κοπίς	Noun-F
ἀποτροπή	Noun-F
ἀγοράομαι	Verb
ἐξέργω	Verb
οὐτιδανός	Adjective
Ἀγαύη	Noun-F
καταφυτεύω	Verb
λακτίζω	Verb
συστροφή	Noun-F
Νάρκισσος	Noun-M
ἐπαναφέρω	Verb
προίσχω	Verb
φθινόπωρον	Noun-N
βύθιος	Adjective
Ἠετίων	Noun-M
διαυγής	Adjective
προτεραῖος	Adjective
μῶμος	Noun-M
Γαλατικός	Adjective
Λήμνιος	Noun-M
ὑπερφέρω	Verb
συμπατέω	Verb
κυνέω	Verb
περιπτύσσω	Verb
κωκυτός	Noun-M
βροντάω	Verb
ἐξαγριόω	Verb
Τήιος	Noun-M
παραστάτης	Noun-M
προσαναγκάζω	Verb
ἀνήμερος	Adjective
μεγαλωσύνη	Noun-F
ὀλιγάκις	Adverb
ἐγχείη	Noun-F
ἀλυσιτελής	Adjective
ἀμοιβαῖος	Adjective
διπλασιάζω	Verb
ζύμη	Noun-F
ἀυτμή	Noun-F
μόλυβδος	Noun-M
τυφόω	Verb
ἀρρώστημα	Noun-N
Φῆλιξ	Noun-M
δραπέτης	Noun-M
μετάθεσις	Noun-F
ἑτερότης	Noun-F
παροινία	Noun-F
Πείσων	Noun-M
Ἐλισσαῖος	Noun-M
κρίκος	Noun-M
εὐημερία	Noun-F
ἔναυλος	Noun-N
σκηπτοῦχος	Adjective
θρησκεύω	Verb
φρικτός	Adjective
ἐνωτίζομαι	Verb
συναποθνήσκω	Verb
ἄνοσος	Adjective
ἰχώρ	Noun-M
Σάραπις	Noun-F
ἀμνημονέω	Verb
φλοιός	Noun-M
ἐξέλκω	Verb
ἀχανής	Adjective
ἐναγίζω	Verb
χύσις	Noun-F
ἐδητύς	Noun-F
Δρύας	Noun-M
αἴσιμος	Adjective
περισκοπέω	Verb
Τιμοκλῆς	Noun-M
αὖος	Adjective
ἰαμβεῖος	Adjective
Σπένδιος	Noun-M
ἀμφορεύς	Noun-M
Παίων	Noun-M
διομολογέω	Verb
περιρρήγνυμι	Verb
ἀβουλία	Noun-F
μήνιμα	Noun-N
ξηρότης	Noun-F
Πάφιος	Noun-F
περιεργάζομαι	Verb
ἀποπνέω	Verb
ὀλιγότης	Noun-F
ναυαγία	Noun-F
αὐτοτελής	Adjective
ἀποφθίνω	Verb
ἐκφανής	Adjective
ἀφυής	Adjective
περικλυτός	Adjective
διχῶς	Adverb
Χαρράν	Noun-F
συντέμνω	Verb
παραλληλεπίπεδον	Noun-N
Τένεδος	Noun-F
ἔκκλισις	Noun-F
καθυβρίζω	Verb
Ἀπίων	Noun-M
συνθεωρέω	Verb
οἰστράω	Verb
διανήχομαι	Verb
Ἀθάμας	Noun-M
ἀλεείνω	Verb
Ἀντήνωρ	Noun-M
περιοχή	Noun-F
πλάτανος	Noun-F
προσπελάζω	Verb
ἀμετρία	Noun-F
καταστρατηγέω	Verb
ἀφομοιόω	Verb
ἡλιακός	Adjective
Λαοδίκεια	Noun-F
ἐφάμιλλος	Adjective
ἠερόεις	Adjective
Ἰθώμη	Noun-F
ἐπιβιόω	Verb
ὄρχαμος	Noun-M
ἀποκηρύσσω	Verb
φυράω	Verb
ἀδάμας	Adjective
ἰαύω	Verb
ἐπιτέμνω	Verb
Αμαληκίτης	Noun-M
σκοπή	Noun-F
Ἑλίκη	Noun-F
ὑφάπτω	Verb
ἀντιστρατοπεδεύω	Verb
κινητικός	Adjective
Πυθώ	Noun-F
ξενολογέω	Verb
καλιά	Noun-F
ἔμβολον	Noun-N
Πελλήνη	Noun-F
φευκτός	Adjective
ἑτέρωσε	Adverb
κελαδέω	Verb
παραθέω	Verb
ἀνταπόδοσις	Noun-F
ἀντάξιος	Adjective
ἀμείλιχος	Adjective
ὀκλάζω	Verb
ἀνδρόμεος	Adjective
ὑπεῖπον	Verb
Βελλεροφόντης	Noun-M
Μερόη	Noun-F
ἐντύνω	Verb
ἀλλαχόθεν	Adverb
Ἴσακος	Noun-M
ἐρικυδής	Adjective
θανατηφόρος	Adjective
ἄλγημα	Noun-N
Εὐαγόρας	Noun-M
λίπος	Noun-N
κόκκος	Noun-M
πολυπράγμων	Adjective
θηλυκός	Adjective
ἠχή	Noun-F
θαλία	Noun-F
δωδεκατημόριον	Noun-N
Μέντωρ	Noun-M
χθαμαλός	Adjective
φιλάργυρος	Adjective
Ἰτύκη	Noun-F
ἑλλέβορος	Noun-M
Γερήνιος	Noun-M
ἄγραυλος	Adjective
νομικός	Adjective
γυμνασία	Noun-F
μισθοφορέω	Verb
ψέλιον	Noun-N
ἄνευθε	Preposition
Ἕρμων	Noun-M
μέθυ	Noun-N
Δούρις	Noun-F
Καλλικράτης	Noun-M
ἑταιρικός	Adjective
Βηρσαβεε	Noun-M
σμῆνος	Noun-N
ἀνυπεύθυνος	Adjective
Ῥῶμος	Noun-M
ὑποβρύχιος	Adjective
σφήξ	Noun-M
εὐθηνέω	Verb
Χαιρεφῶν	Noun-M
ὁδίτης	Noun-M
δυσαρεστέω	Verb
Ἄλκιμος	Noun-M
Ἰζάτης	Noun-M
περιγραφή	Noun-F
ἔκβασις	Noun-F
Ἀλκέτας	Noun-M
τετράκις	Adverb
Ἀγριάν	Noun-M
Τληπόλεμος	Noun-M
Δεκέλεια	Noun-F
συμπαραλαμβάνω	Verb
διαβόητος	Adjective
καταλείβω	Verb
ἄπιος	Adjective
Σθένελος	Noun-M
χυτός	Adjective
μεμπτός	Adjective
νύσσα	Noun-F
ἐπιθυμητικός	Adjective
Πέλλα	Noun-F
ὀκτωκαιδέκατος	Adjective
Ὧρος	Noun-M
λοχεύω	Verb
ἐνίπτω	Verb
Ἔρυξ	Noun-M
Θωμᾶς	Noun-M
ἔκδοτος	Adjective
χωνεύω	Verb
διαφίημι	Verb
ἀρχικός	Adjective
προβούλευμα	Noun-N
κερδίων	Adjective
ἀτάλαντος	Adjective
Μεγαρικός	Adjective
Ὄθων	Noun-M
Ἀμφιτρίτη	Noun-F
ἐκλογίζομαι	Verb
ὑπόδικος	Adjective
ἀπροαίρετος	Noun-N
Βασαν	Noun-F
Σούνιον	Noun-N
Ἀβιμέλεχος	Noun-M
ἀνήνυτος	Adjective
εὐκίνητος	Adjective
Σίλων	Noun-M
ὀθόνη	Noun-F
σφαγιάζω	Verb
σμάραγδος	Noun-F
κίχλη	Noun-F
ἀμέλγω	Verb
κασσίτερος	Noun-M
διάγραμμα	Noun-N
Ἱππόλυτος	Noun-M
συνδιώκω	Verb
σύντριμμα	Noun-N
οἴκτιστος	Adjective
ψιλόω	Verb
πιστόν	Noun-N
ἐποικοδομέω	Verb
Ἄδμητος	Noun-M
σποράδην	Adverb
λοπάς	Noun-F
ἀποφράγνυμι	Verb
ἡδυπάθεια	Noun-F
γήινος	Adjective
Λύσις	Noun-M
κατέπεφνον	Verb
σύγκριμα	Noun-N
στερρός	Adjective
ἔθειρα	Noun-F
πρόεδρος	Noun-M
Σηιρ	Noun-M
ἐργώδης	Adjective
φιλοπόλεμος	Adjective
Κλέανθης	Noun-M
λαρός	Noun-M
κλοιός	Noun-M
βήξ	Noun-F
ἠπειρώτης	Noun-M
ἔντοσθε	Preposition
τοπικός	Adjective
ἐντρυφάω	Verb
Ταριχέαι	Noun-F
ταώς	Noun-M
μινύθω	Verb
σημασία	Noun-F
Σερούϊος	Noun-M
ἀπαλείφω	Verb
μετριάζω	Verb
ἀναγκαῖον	Noun-N
τραυματίζω	Verb
συνοικία	Noun-F
ναυπηγία	Noun-F
πολυειδής	Adjective
Ὑπερβόρεος	Noun-M
Γάγγης	Noun-M
λάζω	Verb
διασημαίνω	Verb
παραστρατοπεδεύω	Verb
ἀρηίφιλος	Adjective
πάνσοφος	Adjective
ἀνομέω	Verb
χραισμέω	Verb
σκιερός	Adjective
χέρνιψ	Noun-F
ἀγανός	Adjective
ἐπικλάω	Verb
κυνηγέτης	Noun-M
προσάρκτιος	Adjective
δύσφορος	Adjective
ἀπαρτίζω	Verb
πολλαχόθεν	Adverb
τετράρχης	Noun-M
Πυρήνη	Noun-F
διακαίω	Verb
ἱππομαχία	Noun-F
ἀπομάσσω	Verb
σκιάζω	Verb
Κλαζομένιος	Noun-M
Μόλων	Noun-M
τῆμος	Adverb
πολίχνιον	Noun-N
κατακομίζω	Verb
αὐτοχειρία	Noun-F
ἄγκος	Noun-N
σφαιροειδής	Adjective
κοινολογέομαι	Verb
ἔνστασις	Noun-F
εὐνομέομαι	Verb
τετραίνω	Verb
κότος	Noun-M
ἐξαγωγή	Noun-F
οἰκτίζω	Verb
ἐξερευνάω	Verb
Ἀμάνης	Noun-M
φακῆ	Noun-F
τρίγλη	Noun-F
ὑφήγησις	Noun-F
ὀλίγιστος	Adjective
τόμος	Noun-M
ἀμέριστος	Adjective
ἔναιμος	Adjective
χερρόνησος	Noun-F
ὄφλημα	Noun-N
Λήδη	Noun-F
